image_path,label,split,image_id,label_name,true_label,weak_label_kmeans,confidence_score,weak_label_kmeans_filtered
data\unlabelled\1ac88e1b-f635-42c4-81d2-e8c784b8fd33.jpg,-1,unlabeled,1ac88e1b-f635-42c4-81d2-e8c784b8fd33,unlabeled,-1,1,0.6087969,1
data\unlabelled\1bfd6d5d-3222-4643-8bcb-2aee360b7c0e.jpg,-1,unlabeled,1bfd6d5d-3222-4643-8bcb-2aee360b7c0e,unlabeled,-1,1,0.60855544,1
data\unlabelled\1d9eb250-cca0-4666-834c-640166b27b3e.jpg,-1,unlabeled,1d9eb250-cca0-4666-834c-640166b27b3e,unlabeled,-1,0,0.59763217,0
data\unlabelled\1fa589e0-0d6d-4bd3-9134-961fb3e14f8f.jpg,-1,unlabeled,1fa589e0-0d6d-4bd3-9134-961fb3e14f8f,unlabeled,-1,1,0.6096848,1
data\unlabelled\1fafde0a-7b47-476d-943e-47b0018d58db.jpg,-1,unlabeled,1fafde0a-7b47-476d-943e-47b0018d58db,unlabeled,-1,0,0.6016446,0
data\unlabelled\1fca4a00-3eb2-4667-9f39-697ae1480926.jpg,-1,unlabeled,1fca4a00-3eb2-4667-9f39-697ae1480926,unlabeled,-1,1,0.62075347,1
data\unlabelled\2003b9d5-b9f6-40c3-b0e1-dd6118850112.jpg,-1,unlabeled,2003b9d5-b9f6-40c3-b0e1-dd6118850112,unlabeled,-1,0,0.5908587,0
data\unlabelled\2067808c-0990-433a-a8a1-b663f1a460b3.jpg,-1,unlabeled,2067808c-0990-433a-a8a1-b663f1a460b3,unlabeled,-1,1,0.6298883,1
data\unlabelled\20a81a33-5a41-4ea5-8a1c-e6411ad18fad.jpg,-1,unlabeled,20a81a33-5a41-4ea5-8a1c-e6411ad18fad,unlabeled,-1,1,0.6095191,1
data\unlabelled\22efad41-71a8-4ac4-8ba7-731a22fc8f0f.jpg,-1,unlabeled,22efad41-71a8-4ac4-8ba7-731a22fc8f0f,unlabeled,-1,0,0.58973426,0
data\unlabelled\239b9986-e7d3-4a2f-a259-0947eef56f52.jpg,-1,unlabeled,239b9986-e7d3-4a2f-a259-0947eef56f52,unlabeled,-1,1,0.62059855,1
data\unlabelled\243243ad-a8e1-4761-9800-6d32fb4cdfe6.jpg,-1,unlabeled,243243ad-a8e1-4761-9800-6d32fb4cdfe6,unlabeled,-1,1,0.6239295,1
data\unlabelled\2439ba57-aa49-4cab-8b55-b20309852f4d.jpg,-1,unlabeled,2439ba57-aa49-4cab-8b55-b20309852f4d,unlabeled,-1,1,0.6106567,1
data\unlabelled\24747dd0-93e1-43bd-b824-15b973b1585e.jpg,-1,unlabeled,24747dd0-93e1-43bd-b824-15b973b1585e,unlabeled,-1,0,0.6187763,0
data\unlabelled\24e82706-723d-419a-8f93-519ebabbd8a4.jpg,-1,unlabeled,24e82706-723d-419a-8f93-519ebabbd8a4,unlabeled,-1,0,0.59781253,0
data\unlabelled\25f9bbfb-a9ec-46ef-8d26-70ff3b5ef97e.jpg,-1,unlabeled,25f9bbfb-a9ec-46ef-8d26-70ff3b5ef97e,unlabeled,-1,1,0.62982696,1
data\unlabelled\26ff3a8d-93cb-43de-aa5a-e71b74348b3b.jpg,-1,unlabeled,26ff3a8d-93cb-43de-aa5a-e71b74348b3b,unlabeled,-1,0,0.5887816,0
data\unlabelled\27d67b82-affc-4e61-862d-6e2945bede3c.jpg,-1,unlabeled,27d67b82-affc-4e61-862d-6e2945bede3c,unlabeled,-1,0,0.5896509,0
data\unlabelled\2918e699-5fee-4936-90a8-7e61827ee531.jpg,-1,unlabeled,2918e699-5fee-4936-90a8-7e61827ee531,unlabeled,-1,0,0.60098803,0
data\unlabelled\2aaee55e-bd7c-4b53-bc10-f0655e9c343c.jpg,-1,unlabeled,2aaee55e-bd7c-4b53-bc10-f0655e9c343c,unlabeled,-1,1,0.6272063,1
data\unlabelled\2ba54f20-318c-4c04-b110-0ae0b80f60df.jpg,-1,unlabeled,2ba54f20-318c-4c04-b110-0ae0b80f60df,unlabeled,-1,0,0.61693907,0
data\unlabelled\2c4fa56e-5827-4398-8d9c-9b7a8ad5b1cf.jpg,-1,unlabeled,2c4fa56e-5827-4398-8d9c-9b7a8ad5b1cf,unlabeled,-1,1,0.60906595,1
data\unlabelled\2d1efda4-14be-478c-922e-4949e3580eb4.jpg,-1,unlabeled,2d1efda4-14be-478c-922e-4949e3580eb4,unlabeled,-1,0,0.59174114,0
data\unlabelled\2e851a56-15c3-4063-b004-382142142e97.jpg,-1,unlabeled,2e851a56-15c3-4063-b004-382142142e97,unlabeled,-1,1,0.61509883,1
data\unlabelled\2ebe1d0a-8b43-4ca1-b375-8aad317ab286.jpg,-1,unlabeled,2ebe1d0a-8b43-4ca1-b375-8aad317ab286,unlabeled,-1,0,0.590612,0
data\unlabelled\302226bb-03f5-437b-8f97-f023756010ae.jpg,-1,unlabeled,302226bb-03f5-437b-8f97-f023756010ae,unlabeled,-1,1,0.6080478,1
data\unlabelled\30f4d898-458b-420e-b687-9fd4a12eedcc.jpg,-1,unlabeled,30f4d898-458b-420e-b687-9fd4a12eedcc,unlabeled,-1,0,0.6120526,0
data\unlabelled\31dfb326-02c8-43d8-9fe9-b71554519dbb.jpg,-1,unlabeled,31dfb326-02c8-43d8-9fe9-b71554519dbb,unlabeled,-1,1,0.60661596,1
data\unlabelled\3321576b-367a-4938-8d64-67e51250b119.jpg,-1,unlabeled,3321576b-367a-4938-8d64-67e51250b119,unlabeled,-1,1,0.6206384,1
data\unlabelled\349a5dee-ae7f-4de8-a34f-b34f593d1b60.jpg,-1,unlabeled,349a5dee-ae7f-4de8-a34f-b34f593d1b60,unlabeled,-1,0,0.611944,0
data\unlabelled\36237878-c00d-4943-9ae5-66858bf5f88c.jpg,-1,unlabeled,36237878-c00d-4943-9ae5-66858bf5f88c,unlabeled,-1,0,0.61099494,0
data\unlabelled\36f49b25-9b44-4539-a281-133ea3b82e57.jpg,-1,unlabeled,36f49b25-9b44-4539-a281-133ea3b82e57,unlabeled,-1,1,0.63579345,1
data\unlabelled\379370a3-44c0-419c-941f-dd99692e70e2.jpg,-1,unlabeled,379370a3-44c0-419c-941f-dd99692e70e2,unlabeled,-1,1,0.6306885,1
data\unlabelled\3ae4539c-96a8-4428-a555-29753b701ce0.jpg,-1,unlabeled,3ae4539c-96a8-4428-a555-29753b701ce0,unlabeled,-1,1,0.6318326,1
data\unlabelled\3aff54be-b7ff-4071-abce-a25915bb0453.jpg,-1,unlabeled,3aff54be-b7ff-4071-abce-a25915bb0453,unlabeled,-1,1,0.61385816,1
data\unlabelled\3e3bc53d-e0df-450f-b93b-9d3e6060e195.jpg,-1,unlabeled,3e3bc53d-e0df-450f-b93b-9d3e6060e195,unlabeled,-1,0,0.59791803,0
data\unlabelled\3e5acc42-321e-45eb-ba51-ecca20a29587.jpg,-1,unlabeled,3e5acc42-321e-45eb-ba51-ecca20a29587,unlabeled,-1,1,0.60663384,1
data\unlabelled\40a84ff8-47bf-4962-80d1-98ab2bf63a4d.jpg,-1,unlabeled,40a84ff8-47bf-4962-80d1-98ab2bf63a4d,unlabeled,-1,0,0.6009736,0
data\unlabelled\40b5615a-890b-458f-af87-20cec67dc51b.jpg,-1,unlabeled,40b5615a-890b-458f-af87-20cec67dc51b,unlabeled,-1,1,0.608351,1
data\unlabelled\41d0f225-4842-4b7b-9e54-9952e603e03f.jpg,-1,unlabeled,41d0f225-4842-4b7b-9e54-9952e603e03f,unlabeled,-1,1,0.61426216,1
data\unlabelled\420bc65c-4456-45ff-b5b4-19ba112649c3.jpg,-1,unlabeled,420bc65c-4456-45ff-b5b4-19ba112649c3,unlabeled,-1,0,0.5886998,0
data\unlabelled\425c79ee-7d27-4f56-bc4a-1379504fc2a7.jpg,-1,unlabeled,425c79ee-7d27-4f56-bc4a-1379504fc2a7,unlabeled,-1,0,0.59124917,0
data\unlabelled\438833fd-6e2c-4a08-915e-dd984764fa0e.jpg,-1,unlabeled,438833fd-6e2c-4a08-915e-dd984764fa0e,unlabeled,-1,0,0.5922682,0
data\unlabelled\4542a953-9f45-49ca-b90b-502fd29732c7.jpg,-1,unlabeled,4542a953-9f45-49ca-b90b-502fd29732c7,unlabeled,-1,1,0.6263223,1
data\unlabelled\47abe1b3-9a05-4d39-bae6-f3287dfffa60.jpg,-1,unlabeled,47abe1b3-9a05-4d39-bae6-f3287dfffa60,unlabeled,-1,1,0.6173388,1
data\unlabelled\48a96c9e-737b-4604-b619-9ba6d533a449.jpg,-1,unlabeled,48a96c9e-737b-4604-b619-9ba6d533a449,unlabeled,-1,1,0.6188038,1
data\unlabelled\4940c0e4-2564-446d-a31e-49730bace275.jpg,-1,unlabeled,4940c0e4-2564-446d-a31e-49730bace275,unlabeled,-1,0,0.5905855,0
data\unlabelled\4ab4a1fe-973b-4d6f-9efd-3803308a3554.jpg,-1,unlabeled,4ab4a1fe-973b-4d6f-9efd-3803308a3554,unlabeled,-1,0,0.59763217,0
data\unlabelled\4beb7ae1-51f0-48f2-bc18-a13500e164ef.jpg,-1,unlabeled,4beb7ae1-51f0-48f2-bc18-a13500e164ef,unlabeled,-1,1,0.6078644,1
data\unlabelled\4d0e8bfd-1207-471b-9266-384ee890470a.jpg,-1,unlabeled,4d0e8bfd-1207-471b-9266-384ee890470a,unlabeled,-1,1,0.6147337,1
data\unlabelled\4e2a2ed8-cc16-4b42-b67e-59f949e07654.jpg,-1,unlabeled,4e2a2ed8-cc16-4b42-b67e-59f949e07654,unlabeled,-1,0,0.5930686,0
data\unlabelled\4ed9890b-5bc7-4467-ae5f-2e10bd59040c.jpg,-1,unlabeled,4ed9890b-5bc7-4467-ae5f-2e10bd59040c,unlabeled,-1,1,0.62273705,1
data\unlabelled\4ff27469-de3a-4025-8ae9-7ca95650115c.jpg,-1,unlabeled,4ff27469-de3a-4025-8ae9-7ca95650115c,unlabeled,-1,0,0.61576396,0
data\unlabelled\5161b562-dee2-4274-bfa3-71ee764d2f3a.jpg,-1,unlabeled,5161b562-dee2-4274-bfa3-71ee764d2f3a,unlabeled,-1,0,0.59475803,0
data\unlabelled\51a311cf-b0df-4759-8b4b-0dae8eee2a4e.jpg,-1,unlabeled,51a311cf-b0df-4759-8b4b-0dae8eee2a4e,unlabeled,-1,1,0.61505526,1
data\unlabelled\52cc60ff-dedd-4ed0-be2a-7538d2ed96d7.jpg,-1,unlabeled,52cc60ff-dedd-4ed0-be2a-7538d2ed96d7,unlabeled,-1,0,0.593744,0
data\unlabelled\52d8deef-b6a8-4772-8a02-be9a7f6b3741.jpg,-1,unlabeled,52d8deef-b6a8-4772-8a02-be9a7f6b3741,unlabeled,-1,0,0.59110516,0
data\unlabelled\52fe9479-660b-47f8-955e-ebf52fe8c9aa.jpg,-1,unlabeled,52fe9479-660b-47f8-955e-ebf52fe8c9aa,unlabeled,-1,1,0.60643065,1
data\unlabelled\531d1c0c-a400-41ea-b3a0-d73f59885416.jpg,-1,unlabeled,531d1c0c-a400-41ea-b3a0-d73f59885416,unlabeled,-1,1,0.6139579,1
data\unlabelled\5343b736-574c-4a8b-8a26-606a727a3ba2.jpg,-1,unlabeled,5343b736-574c-4a8b-8a26-606a727a3ba2,unlabeled,-1,1,0.6084784,1
data\unlabelled\55651521-e806-425c-8314-9fd20864b090.jpg,-1,unlabeled,55651521-e806-425c-8314-9fd20864b090,unlabeled,-1,1,0.6409097,1
data\unlabelled\566df089-a010-4e9a-8038-48bafb8d65c4.jpg,-1,unlabeled,566df089-a010-4e9a-8038-48bafb8d65c4,unlabeled,-1,1,0.6156864,1
data\unlabelled\56dad7f7-9054-468b-9714-10589af74613.jpg,-1,unlabeled,56dad7f7-9054-468b-9714-10589af74613,unlabeled,-1,1,0.6252376,1
data\unlabelled\5735cc06-85b0-48a3-84c0-b636f7817ac5.jpg,-1,unlabeled,5735cc06-85b0-48a3-84c0-b636f7817ac5,unlabeled,-1,1,0.62625,1
data\unlabelled\5795682e-91f2-4aa7-917a-55b589fda78b.jpg,-1,unlabeled,5795682e-91f2-4aa7-917a-55b589fda78b,unlabeled,-1,1,0.6098252,1
data\unlabelled\58cba4ba-db60-4790-af57-466b841a20ce.jpg,-1,unlabeled,58cba4ba-db60-4790-af57-466b841a20ce,unlabeled,-1,1,0.6208693,1
data\unlabelled\5b819f6b-dd29-42b7-b4ac-29ef152bf6bb.jpg,-1,unlabeled,5b819f6b-dd29-42b7-b4ac-29ef152bf6bb,unlabeled,-1,0,0.5881601,0
data\unlabelled\5d54c255-27b9-4656-9450-b0482579555a.jpg,-1,unlabeled,5d54c255-27b9-4656-9450-b0482579555a,unlabeled,-1,0,0.60535,0
data\unlabelled\5d675741-3b51-47be-afce-5c79ebe8b6ea.jpg,-1,unlabeled,5d675741-3b51-47be-afce-5c79ebe8b6ea,unlabeled,-1,1,0.6123928,1
data\unlabelled\5dd5c97a-611d-4503-b61b-41e0c3392f01.jpg,-1,unlabeled,5dd5c97a-611d-4503-b61b-41e0c3392f01,unlabeled,-1,0,0.5970476,0
data\unlabelled\5ea43909-09a1-45a8-9d03-f3b9df576090.jpg,-1,unlabeled,5ea43909-09a1-45a8-9d03-f3b9df576090,unlabeled,-1,0,0.59124666,0
data\unlabelled\5f4f7c1c-0ad6-4826-9a96-0c264d5f4b07.jpg,-1,unlabeled,5f4f7c1c-0ad6-4826-9a96-0c264d5f4b07,unlabeled,-1,0,0.59144586,0
data\unlabelled\5f80fa29-e2a3-4897-ac4e-d3ec50b42898.jpg,-1,unlabeled,5f80fa29-e2a3-4897-ac4e-d3ec50b42898,unlabeled,-1,0,0.59339786,0
data\unlabelled\60fc769c-658f-448d-b704-74364e12ad05.jpg,-1,unlabeled,60fc769c-658f-448d-b704-74364e12ad05,unlabeled,-1,1,0.6080817,1
data\unlabelled\6127ee10-688a-4e71-9b84-e80719bf4ef8.jpg,-1,unlabeled,6127ee10-688a-4e71-9b84-e80719bf4ef8,unlabeled,-1,1,0.6083629,1
data\unlabelled\629ce647-ee7a-40ef-95a5-c991c5ba7665.jpg,-1,unlabeled,629ce647-ee7a-40ef-95a5-c991c5ba7665,unlabeled,-1,1,0.62490857,1
data\unlabelled\63f74ae7-15f3-40e6-90f8-850dd20dbb70.jpg,-1,unlabeled,63f74ae7-15f3-40e6-90f8-850dd20dbb70,unlabeled,-1,0,0.58750916,0
data\unlabelled\6543f400-4a2f-4365-b36f-e6fecf3799d4.jpg,-1,unlabeled,6543f400-4a2f-4365-b36f-e6fecf3799d4,unlabeled,-1,1,0.62200236,1
data\unlabelled\65d5aca4-a25f-4fa8-9b48-c5c46fadbf7a.jpg,-1,unlabeled,65d5aca4-a25f-4fa8-9b48-c5c46fadbf7a,unlabeled,-1,0,0.59633076,0
data\unlabelled\66787dcb-65fc-465b-99f8-a5f3df43de8f.jpg,-1,unlabeled,66787dcb-65fc-465b-99f8-a5f3df43de8f,unlabeled,-1,1,0.6148013,1
data\unlabelled\6691bbb0-a19f-4ac0-abb6-5614543e173e.jpg,-1,unlabeled,6691bbb0-a19f-4ac0-abb6-5614543e173e,unlabeled,-1,0,0.6024406,0
data\unlabelled\66d4bf2b-0482-4db4-885e-89572cb5fc98.jpg,-1,unlabeled,66d4bf2b-0482-4db4-885e-89572cb5fc98,unlabeled,-1,1,0.60866797,1
data\unlabelled\679bb091-0f65-45dc-9947-9209c0e02c75.jpg,-1,unlabeled,679bb091-0f65-45dc-9947-9209c0e02c75,unlabeled,-1,1,0.6110183,1
data\unlabelled\67e3f880-94e9-42cc-bb99-5bba6b4bffcd.jpg,-1,unlabeled,67e3f880-94e9-42cc-bb99-5bba6b4bffcd,unlabeled,-1,1,0.61144924,1
data\unlabelled\6825eab8-f17c-4521-a5b7-818729c0c5d9.jpg,-1,unlabeled,6825eab8-f17c-4521-a5b7-818729c0c5d9,unlabeled,-1,0,0.61315227,0
data\unlabelled\68b3a1ed-7cc5-4267-bd56-f043506b7f77.jpg,-1,unlabeled,68b3a1ed-7cc5-4267-bd56-f043506b7f77,unlabeled,-1,1,0.6179837,1
data\unlabelled\68e62626-7a8b-4149-baba-5550379957e7.jpg,-1,unlabeled,68e62626-7a8b-4149-baba-5550379957e7,unlabeled,-1,1,0.62022585,1
data\unlabelled\691c1f9a-1fd6-4abc-bd75-db261111bd2b.jpg,-1,unlabeled,691c1f9a-1fd6-4abc-bd75-db261111bd2b,unlabeled,-1,1,0.61914283,1
data\unlabelled\69bbe849-f752-4ee7-890f-6bbba6638e28.jpg,-1,unlabeled,69bbe849-f752-4ee7-890f-6bbba6638e28,unlabeled,-1,0,0.5910112,0
data\unlabelled\6bca1868-78e1-4fdb-8529-1dc544531537.jpg,-1,unlabeled,6bca1868-78e1-4fdb-8529-1dc544531537,unlabeled,-1,1,0.61125755,1
data\unlabelled\6c6496bf-be83-40ac-90b3-3ae38c62e8ca.jpg,-1,unlabeled,6c6496bf-be83-40ac-90b3-3ae38c62e8ca,unlabeled,-1,1,0.609246,1
data\unlabelled\6ce8de0b-3ea8-4ad9-85a5-245ea0d1405c.jpg,-1,unlabeled,6ce8de0b-3ea8-4ad9-85a5-245ea0d1405c,unlabeled,-1,1,0.6219481,1
data\unlabelled\6d2dd6dd-cb52-449f-b878-be06d24c6f45.jpg,-1,unlabeled,6d2dd6dd-cb52-449f-b878-be06d24c6f45,unlabeled,-1,0,0.5994834,0
data\unlabelled\6dd0426f-3cef-4af4-8327-69f724b587d8.jpg,-1,unlabeled,6dd0426f-3cef-4af4-8327-69f724b587d8,unlabeled,-1,1,0.61289066,1
data\unlabelled\6e97f17a-b3c2-4cd6-a67b-c6d086eb07a3.jpg,-1,unlabeled,6e97f17a-b3c2-4cd6-a67b-c6d086eb07a3,unlabeled,-1,0,0.5904347,0
data\unlabelled\6fd760c2-e08a-47de-a044-7934ef77f8f7.jpg,-1,unlabeled,6fd760c2-e08a-47de-a044-7934ef77f8f7,unlabeled,-1,0,0.5938196,0
data\unlabelled\708af38b-75da-45bd-ba05-0cb43554bce7.jpg,-1,unlabeled,708af38b-75da-45bd-ba05-0cb43554bce7,unlabeled,-1,1,0.6096629,1
data\unlabelled\73bf0a45-591a-40a5-a046-75cb928eeb71.jpg,-1,unlabeled,73bf0a45-591a-40a5-a046-75cb928eeb71,unlabeled,-1,1,0.61622727,1
data\unlabelled\7438ba9a-e4a5-438a-b6e0-b60eb3b71fd0.jpg,-1,unlabeled,7438ba9a-e4a5-438a-b6e0-b60eb3b71fd0,unlabeled,-1,1,0.6130254,1
data\unlabelled\744e73bc-29c6-4116-9236-785d2c4091b4.jpg,-1,unlabeled,744e73bc-29c6-4116-9236-785d2c4091b4,unlabeled,-1,1,0.6138586,1
data\unlabelled\76942237-22f7-472b-9bb1-ce4543ac5013.jpg,-1,unlabeled,76942237-22f7-472b-9bb1-ce4543ac5013,unlabeled,-1,1,0.6141082,1
data\unlabelled\78567fae-a1d9-46db-a7f1-e5c919ae5baf.jpg,-1,unlabeled,78567fae-a1d9-46db-a7f1-e5c919ae5baf,unlabeled,-1,0,0.6181282,0
data\unlabelled\7a3d08fb-b6a9-4afa-816e-d8efef8ef1cb.jpg,-1,unlabeled,7a3d08fb-b6a9-4afa-816e-d8efef8ef1cb,unlabeled,-1,0,0.6250331,0
data\unlabelled\7d258fda-1121-4de6-8463-9ea87d01c71b.jpg,-1,unlabeled,7d258fda-1121-4de6-8463-9ea87d01c71b,unlabeled,-1,0,0.5925784,0
data\unlabelled\7d5333ae-3fe6-414f-b14f-0a1185927b13.jpg,-1,unlabeled,7d5333ae-3fe6-414f-b14f-0a1185927b13,unlabeled,-1,0,0.60146236,0
data\unlabelled\817e929b-25d8-43d4-9cf0-67cea0353238.jpg,-1,unlabeled,817e929b-25d8-43d4-9cf0-67cea0353238,unlabeled,-1,1,0.6220204,1
data\unlabelled\8411efde-077b-4888-9017-55a3c1848399.jpg,-1,unlabeled,8411efde-077b-4888-9017-55a3c1848399,unlabeled,-1,1,0.6099972,1
data\unlabelled\8495307e-e6a0-491e-a810-cca61958f4b2.jpg,-1,unlabeled,8495307e-e6a0-491e-a810-cca61958f4b2,unlabeled,-1,0,0.5905786,0
data\unlabelled\84e695d7-b3b6-4478-950b-8adb3128b4fb.jpg,-1,unlabeled,84e695d7-b3b6-4478-950b-8adb3128b4fb,unlabeled,-1,0,0.6119019,0
data\unlabelled\85d9cafc-64f4-4588-8300-7ddfc00e90fd.jpg,-1,unlabeled,85d9cafc-64f4-4588-8300-7ddfc00e90fd,unlabeled,-1,0,0.5955189,0
data\unlabelled\85fc3030-a496-4b23-883c-421778bb8905.jpg,-1,unlabeled,85fc3030-a496-4b23-883c-421778bb8905,unlabeled,-1,1,0.61664015,1
data\unlabelled\8757de5e-a7df-4668-bf5a-547e22d4533a.jpg,-1,unlabeled,8757de5e-a7df-4668-bf5a-547e22d4533a,unlabeled,-1,0,0.58733714,0
data\unlabelled\87f7365b-7192-4eac-bd2e-37068ee8cdb7.jpg,-1,unlabeled,87f7365b-7192-4eac-bd2e-37068ee8cdb7,unlabeled,-1,1,0.623324,1
data\unlabelled\885b0c52-8257-4511-bb61-5b773eec462e.jpg,-1,unlabeled,885b0c52-8257-4511-bb61-5b773eec462e,unlabeled,-1,0,0.61428285,0
data\unlabelled\8885fcc6-68de-4743-985c-8cc88d02a579.jpg,-1,unlabeled,8885fcc6-68de-4743-985c-8cc88d02a579,unlabeled,-1,0,0.5906792,0
data\unlabelled\88d5e066-3735-4d6d-b729-de99cd014914.jpg,-1,unlabeled,88d5e066-3735-4d6d-b729-de99cd014914,unlabeled,-1,1,0.608321,1
data\unlabelled\89503f10-1f72-4fec-8769-2347375e9b36.jpg,-1,unlabeled,89503f10-1f72-4fec-8769-2347375e9b36,unlabeled,-1,1,0.6100211,1
